levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'ip': '172.19.100.83', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'alert_time': 'None', 'ma_user': '张三', 'kpi_assortment': None, 'monitor_version': '1.1', 'service_object': None, 'customer_code': 'dcits', 'kpi_name': '网络流量超阀值', 'identity_code': None, 'business_system': 'ESB、CSB多平台业务系统', 'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'ma_mobile': '12938457009', 'sn': 'RIEO302-039', 'ma_dept': '运维部', 'kpi_value': '297484', 'monitor_code': 'itsSmart', 'ma_email': 'zhangsan@customer.com', 'factory_name': 'HP', 'city': None, 'model_name': 'DL388G9'} - [12/Jul/2018 03:54:54]
levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'ma_mobile': '12938457009', 'ma_dept': '运维部', 'kpi_assortment': None, 'monitor_version': '1.1', 'alert_time': '2018-07-12 03:58:10', 'customer_code': 'dcits', 'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'factory_name': 'HP', 'ma_email': 'zhangsan@customer.com', 'ip': '172.19.100.83', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'service_object': None, 'city': None, 'model_name': 'DL388G9', 'identity_code': None, 'kpi_name': '网络流量超阀值', 'sn': 'RIEO302-039', 'kpi_value': '297484', 'monitor_code': 'itsSmart', 'ma_user': '张三', 'business_system': 'ESB、CSB多平台业务系统'} - [12/Jul/2018 03:58:10]
levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'ma_mobile': '12938457009', 'ma_dept': '运维部', 'kpi_assortment': None, 'monitor_version': '1.1', 'alert_time': '2018-07-12 03:58:10', 'customer_code': 'dcits', 'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'factory_name': 'HP', 'ma_email': 'zhangsan@customer.com', 'ip': '172.19.100.83', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'service_object': None, 'city': None, 'model_name': 'DL388G9', 'identity_code': None, 'kpi_name': '网络流量超阀值', 'sn': 'RIEO302-039', 'kpi_value': '297484', 'monitor_code': 'itsSmart', 'ma_user': '张三', 'business_system': 'ESB、CSB多平台业务系统'} - [12/Jul/2018 03:58:10]
levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'ma_mobile': '12938457009', 'ma_dept': '运维部', 'kpi_assortment': None, 'monitor_version': '1.1', 'alert_time': '2018-07-12 03:58:10', 'customer_code': 'dcits', 'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'factory_name': 'HP', 'ma_email': 'zhangsan@customer.com', 'ip': '172.19.100.83', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'service_object': None, 'city': None, 'model_name': 'DL388G9', 'identity_code': None, 'kpi_name': '网络流量超阀值', 'sn': 'RIEO302-039', 'kpi_value': '297484', 'monitor_code': 'itsSmart', 'ma_user': '张三', 'business_system': 'ESB、CSB多平台业务系统'} - [12/Jul/2018 03:58:10]
levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'ma_mobile': '12938457009', 'ma_dept': '运维部', 'kpi_assortment': None, 'monitor_version': '1.1', 'alert_time': '2018-07-12 03:58:10', 'customer_code': 'dcits', 'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'factory_name': 'HP', 'ma_email': 'zhangsan@customer.com', 'ip': '172.19.100.83', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'service_object': None, 'city': None, 'model_name': 'DL388G9', 'identity_code': None, 'kpi_name': '网络流量超阀值', 'sn': 'RIEO302-039', 'kpi_value': '297484', 'monitor_code': 'itsSmart', 'ma_user': '张三', 'business_system': 'ESB、CSB多平台业务系统'} - [12/Jul/2018 03:58:10]
levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'ma_mobile': '12938457009', 'ma_email': 'zhangsan@customer.com', 'kpi_name': '网络流量超阀值', 'customer_code': 'dcits', 'ip': '172.19.100.83', 'monitor_version': '1.1', 'city': None, 'monitor_code': 'itsSmart', 'business_system': 'ESB、CSB多平台业务系统', 'ma_dept': '运维部', 'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'factory_name': 'HP', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'kpi_assortment': None, 'identity_code': None, 'service_object': None, 'ma_user': '张三', 'alert_time': '2018-07-12 03:59:50', 'sn': 'RIEO302-039', 'kpi_value': '297484', 'model_name': 'DL388G9'} - [12/Jul/2018 03:59:50]
levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'ma_mobile': '12938457009', 'ma_email': 'zhangsan@customer.com', 'kpi_name': '网络流量超阀值', 'customer_code': 'dcits', 'ip': '172.19.100.83', 'monitor_version': '1.1', 'city': None, 'monitor_code': 'itsSmart', 'business_system': 'ESB、CSB多平台业务系统', 'ma_dept': '运维部', 'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'factory_name': 'HP', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'kpi_assortment': None, 'identity_code': None, 'service_object': None, 'ma_user': '张三', 'alert_time': '2018-07-12 03:59:50', 'sn': 'RIEO302-039', 'kpi_value': '297484', 'model_name': 'DL388G9'} - [12/Jul/2018 03:59:50]
levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'ma_mobile': '12938457009', 'ma_email': 'zhangsan@customer.com', 'kpi_name': '网络流量超阀值', 'customer_code': 'dcits', 'ip': '172.19.100.83', 'monitor_version': '1.1', 'city': None, 'monitor_code': 'itsSmart', 'business_system': 'ESB、CSB多平台业务系统', 'ma_dept': '运维部', 'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'factory_name': 'HP', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'kpi_assortment': None, 'identity_code': None, 'service_object': None, 'ma_user': '张三', 'alert_time': '2018-07-12 03:59:51', 'sn': 'RIEO302-039', 'kpi_value': '297484', 'model_name': 'DL388G9'} - [12/Jul/2018 03:59:51]
levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'ma_mobile': '12938457009', 'ma_email': 'zhangsan@customer.com', 'kpi_name': '网络流量超阀值', 'customer_code': 'dcits', 'ip': '172.19.100.83', 'monitor_version': '1.1', 'city': None, 'monitor_code': 'itsSmart', 'business_system': 'ESB、CSB多平台业务系统', 'ma_dept': '运维部', 'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'factory_name': 'HP', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'kpi_assortment': None, 'identity_code': None, 'service_object': None, 'ma_user': '张三', 'alert_time': '2018-07-12 03:59:51', 'sn': 'RIEO302-039', 'kpi_value': '297484', 'model_name': 'DL388G9'} - [12/Jul/2018 03:59:51]
levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'ma_mobile': '12938457009', 'ma_email': 'zhangsan@customer.com', 'kpi_name': '网络流量超阀值', 'customer_code': 'dcits', 'ip': '172.19.100.83', 'monitor_version': '1.1', 'city': None, 'monitor_code': 'itsSmart', 'business_system': 'ESB、CSB多平台业务系统', 'ma_dept': '运维部', 'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'factory_name': 'HP', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'kpi_assortment': None, 'identity_code': None, 'service_object': None, 'ma_user': '张三', 'alert_time': '2018-07-12 03:59:51', 'sn': 'RIEO302-039', 'kpi_value': '297484', 'model_name': 'DL388G9'} - [12/Jul/2018 03:59:51]
levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'factory_name': 'HP', 'ma_mobile': '12938457009', 'kpi_assortment': None, 'ma_user': '张三', 'customer_code': 'dcits', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'kpi_value': '297484', 'city': None, 'kpi_name': '网络流量超阀值', 'business_system': 'ESB、CSB多平台业务系统', 'identity_code': None, 'monitor_version': '1.1', 'monitor_code': 'itsSmart', 'alert_time': '2018-07-12 04:00:35', 'ma_email': 'zhangsan@customer.com', 'service_object': None, 'ip': '172.19.100.83', 'model_name': 'DL388G9', 'sn': 'RIEO302-039', 'ma_dept': '运维部'} - [12/Jul/2018 04:00:35]
levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'factory_name': 'HP', 'ma_mobile': '12938457009', 'kpi_assortment': None, 'ma_user': '张三', 'customer_code': 'dcits', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'kpi_value': '297484', 'city': None, 'kpi_name': '网络流量超阀值', 'business_system': 'ESB、CSB多平台业务系统', 'identity_code': None, 'monitor_version': '1.1', 'monitor_code': 'itsSmart', 'alert_time': '2018-07-12 04:00:35', 'ma_email': 'zhangsan@customer.com', 'service_object': None, 'ip': '172.19.100.83', 'model_name': 'DL388G9', 'sn': 'RIEO302-039', 'ma_dept': '运维部'} - [12/Jul/2018 04:00:35]
levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'factory_name': 'HP', 'ma_mobile': '12938457009', 'kpi_assortment': None, 'ma_user': '张三', 'customer_code': 'dcits', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'kpi_value': '297484', 'city': None, 'kpi_name': '网络流量超阀值', 'business_system': 'ESB、CSB多平台业务系统', 'identity_code': None, 'monitor_version': '1.1', 'monitor_code': 'itsSmart', 'alert_time': '2018-07-12 04:00:35', 'ma_email': 'zhangsan@customer.com', 'service_object': None, 'ip': '172.19.100.83', 'model_name': 'DL388G9', 'sn': 'RIEO302-039', 'ma_dept': '运维部'} - [12/Jul/2018 04:00:35]
levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'factory_name': 'HP', 'ma_mobile': '12938457009', 'kpi_assortment': None, 'ma_user': '张三', 'customer_code': 'dcits', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'kpi_value': '297484', 'city': None, 'kpi_name': '网络流量超阀值', 'business_system': 'ESB、CSB多平台业务系统', 'identity_code': None, 'monitor_version': '1.1', 'monitor_code': 'itsSmart', 'alert_time': '2018-07-12 04:00:35', 'ma_email': 'zhangsan@customer.com', 'service_object': None, 'ip': '172.19.100.83', 'model_name': 'DL388G9', 'sn': 'RIEO302-039', 'ma_dept': '运维部'} - [12/Jul/2018 04:00:36]
levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'factory_name': 'HP', 'ma_mobile': '12938457009', 'kpi_assortment': None, 'ma_user': '张三', 'customer_code': 'dcits', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'kpi_value': '297484', 'city': None, 'kpi_name': '网络流量超阀值', 'business_system': 'ESB、CSB多平台业务系统', 'identity_code': None, 'monitor_version': '1.1', 'monitor_code': 'itsSmart', 'alert_time': '2018-07-12 04:00:36', 'ma_email': 'zhangsan@customer.com', 'service_object': None, 'ip': '172.19.100.83', 'model_name': 'DL388G9', 'sn': 'RIEO302-039', 'ma_dept': '运维部'} - [12/Jul/2018 04:00:36]
levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'ma_dept': '运维部', 'model_name': 'DL388G9', 'ma_mobile': '12938457009', 'monitor_version': '1.1', 'city': None, 'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'sn': 'RIEO302-039', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'ma_email': 'zhangsan@customer.com', 'ip': '172.19.100.83', 'alert_time': '2018-07-12 04:01:26', 'business_system': 'ESB、CSB多平台业务系统', 'customer_code': 'dcits', 'kpi_value': '297484', 'kpi_name': '网络流量超阀值', 'ma_user': '张三', 'factory_name': 'HP', 'identity_code': None, 'kpi_assortment': None, 'monitor_code': 'itsSmart', 'service_object': None} - [12/Jul/2018 04:01:26]
levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'ma_dept': '运维部', 'model_name': 'DL388G9', 'ma_mobile': '12938457009', 'monitor_version': '1.1', 'city': None, 'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'sn': 'RIEO302-039', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'ma_email': 'zhangsan@customer.com', 'ip': '172.19.100.83', 'alert_time': '2018-07-12 04:01:26', 'business_system': 'ESB、CSB多平台业务系统', 'customer_code': 'dcits', 'kpi_value': '297484', 'kpi_name': '网络流量超阀值', 'ma_user': '张三', 'factory_name': 'HP', 'identity_code': None, 'kpi_assortment': None, 'monitor_code': 'itsSmart', 'service_object': None} - [12/Jul/2018 04:01:26]
levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'ma_dept': '运维部', 'model_name': 'DL388G9', 'ma_mobile': '12938457009', 'monitor_version': '1.1', 'city': None, 'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'sn': 'RIEO302-039', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'ma_email': 'zhangsan@customer.com', 'ip': '172.19.100.83', 'alert_time': '2018-07-12 04:01:26', 'business_system': 'ESB、CSB多平台业务系统', 'customer_code': 'dcits', 'kpi_value': '297484', 'kpi_name': '网络流量超阀值', 'ma_user': '张三', 'factory_name': 'HP', 'identity_code': None, 'kpi_assortment': None, 'monitor_code': 'itsSmart', 'service_object': None} - [12/Jul/2018 04:01:26]
levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'ma_dept': '运维部', 'model_name': 'DL388G9', 'ma_mobile': '12938457009', 'monitor_version': '1.1', 'city': None, 'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'sn': 'RIEO302-039', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'ma_email': 'zhangsan@customer.com', 'ip': '172.19.100.83', 'alert_time': '2018-07-12 04:01:26', 'business_system': 'ESB、CSB多平台业务系统', 'customer_code': 'dcits', 'kpi_value': '297484', 'kpi_name': '网络流量超阀值', 'ma_user': '张三', 'factory_name': 'HP', 'identity_code': None, 'kpi_assortment': None, 'monitor_code': 'itsSmart', 'service_object': None} - [12/Jul/2018 04:01:26]
levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'ma_dept': '运维部', 'model_name': 'DL388G9', 'ma_mobile': '12938457009', 'monitor_version': '1.1', 'city': None, 'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'sn': 'RIEO302-039', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'ma_email': 'zhangsan@customer.com', 'ip': '172.19.100.83', 'alert_time': '2018-07-12 04:01:26', 'business_system': 'ESB、CSB多平台业务系统', 'customer_code': 'dcits', 'kpi_value': '297484', 'kpi_name': '网络流量超阀值', 'ma_user': '张三', 'factory_name': 'HP', 'identity_code': None, 'kpi_assortment': None, 'monitor_code': 'itsSmart', 'service_object': None} - [12/Jul/2018 04:01:26]
levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'ma_dept': '运维部', 'model_name': 'DL388G9', 'ma_mobile': '12938457009', 'monitor_version': '1.1', 'city': None, 'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'sn': 'RIEO302-039', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'ma_email': 'zhangsan@customer.com', 'ip': '172.19.100.83', 'alert_time': '2018-07-12 04:01:36', 'business_system': 'ESB、CSB多平台业务系统', 'customer_code': 'dcits', 'kpi_value': '297484', 'kpi_name': '网络流量超阀值', 'ma_user': '张三', 'factory_name': 'HP', 'identity_code': None, 'kpi_assortment': None, 'monitor_code': 'itsSmart', 'service_object': None} - [12/Jul/2018 04:01:36]
levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'ma_dept': '运维部', 'model_name': 'DL388G9', 'ma_mobile': '12938457009', 'monitor_version': '1.1', 'city': None, 'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'sn': 'RIEO302-039', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'ma_email': 'zhangsan@customer.com', 'ip': '172.19.100.83', 'alert_time': '2018-07-12 04:01:36', 'business_system': 'ESB、CSB多平台业务系统', 'customer_code': 'dcits', 'kpi_value': '297484', 'kpi_name': '网络流量超阀值', 'ma_user': '张三', 'factory_name': 'HP', 'identity_code': None, 'kpi_assortment': None, 'monitor_code': 'itsSmart', 'service_object': None} - [12/Jul/2018 04:01:36]
levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'ma_dept': '运维部', 'model_name': 'DL388G9', 'ma_mobile': '12938457009', 'monitor_version': '1.1', 'city': None, 'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'sn': 'RIEO302-039', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'ma_email': 'zhangsan@customer.com', 'ip': '172.19.100.83', 'alert_time': '2018-07-12 04:01:36', 'business_system': 'ESB、CSB多平台业务系统', 'customer_code': 'dcits', 'kpi_value': '297484', 'kpi_name': '网络流量超阀值', 'ma_user': '张三', 'factory_name': 'HP', 'identity_code': None, 'kpi_assortment': None, 'monitor_code': 'itsSmart', 'service_object': None} - [12/Jul/2018 04:01:36]
levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'ma_dept': '运维部', 'model_name': 'DL388G9', 'ma_mobile': '12938457009', 'monitor_version': '1.1', 'city': None, 'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'sn': 'RIEO302-039', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'ma_email': 'zhangsan@customer.com', 'ip': '172.19.100.83', 'alert_time': '2018-07-12 04:01:36', 'business_system': 'ESB、CSB多平台业务系统', 'customer_code': 'dcits', 'kpi_value': '297484', 'kpi_name': '网络流量超阀值', 'ma_user': '张三', 'factory_name': 'HP', 'identity_code': None, 'kpi_assortment': None, 'monitor_code': 'itsSmart', 'service_object': None} - [12/Jul/2018 04:01:36]
levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'ma_dept': '运维部', 'model_name': 'DL388G9', 'ma_mobile': '12938457009', 'monitor_version': '1.1', 'city': None, 'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'sn': 'RIEO302-039', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'ma_email': 'zhangsan@customer.com', 'ip': '172.19.100.83', 'alert_time': '2018-07-12 04:01:36', 'business_system': 'ESB、CSB多平台业务系统', 'customer_code': 'dcits', 'kpi_value': '297484', 'kpi_name': '网络流量超阀值', 'ma_user': '张三', 'factory_name': 'HP', 'identity_code': None, 'kpi_assortment': None, 'monitor_code': 'itsSmart', 'service_object': None} - [12/Jul/2018 04:01:36]
levelname:INFO filename: take_data.py outputNumber: [108]  thread: MainThread output msg:  {'ma_dept': '运维部', 'model_name': 'DL388G9', 'ma_mobile': '12938457009', 'monitor_version': '1.1', 'city': None, 'alert_content': 'eth5网卡出流量为297484,超过40000,请关注.', 'sn': 'RIEO302-039', 'service_name': '44348e04dcaf410890af4efb0b76e10a', 'ma_email': 'zhangsan@customer.com', 'ip': '172.19.100.83', 'alert_time': '2018-07-12 04:01:46', 'business_system': 'ESB、CSB多平台业务系统', 'customer_code': 'dcits', 'kpi_value': '297484', 'kpi_name': '网络流量超阀值', 'ma_user': '张三', 'factory_name': 'HP', 'identity_code': None, 'kpi_assortment': None, 'monitor_code': 'itsSmart', 'service_object': None} - [12/Jul/2018 04:01:46]
